,start,end,ajb9b3,ajdqnf,amsh7c,bay6g7,cjdk88,ctkbn4,dlokv6,dsdxd8,dtqb7d,elnfhc,habc8,hemmb2,hmnhx4,hnldm2,jac345,jahq76,jdf5g4,jfk535,jhgn9c,jkn7fc,jlgwxc,jlkm94,jmd5h8,jrrgxf,kab5zb,kah89f,kdcncc,kedgm9,krh5f5,lms8m4,lpnb79,mjpg95,mmg9n6,mtf7w2,mwwcn6,ngtp8b,nhm2p3,njd5zf,nm8c7,oro26b,pecxc9,pt7td,rrg3md,sanfz9,sbpc42,smdvw5,tah5z2,tcdzb7,tjdpzd,tlgdq9,vvmmvd,wahbf,wgocnc,zws2p8
10,1359985800000,1359986100000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1080.913457916029,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1488.9541170003354,0.0001,0.0001,0.0001,0.0001,0.0001,4334.780397007334,0.0001,0.0001,0.0001,9.593465045592707,6007.8125,0.0001,2513.113531867107,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3239.9572887082018,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
11,1359986100000,1359986400000,0.0001,0.0001,2040.002542654616,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1892.7283653846152,0.0001,0.0001,0.0001,0.0001,0.0001,39.8936170212766,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,9796.964705269229,15.95744680851064,0.0001,0.0001,0.0001,7125.0,7125.0,3422.3090277777774,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,19.166666666666668,0.0001,1767.1977447606976,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,123.14523381294963,0.0001,0.0001
12,1359986400000,1359986700000,0.0001,0.0001,6007.8125,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1047.873590225564,11.388483965014577,0.0001,0.0001,0.0001,0.0001,0.0001,73.80319148936171,1529.8425662878788,0.0001,0.0001,0.0001,0.0001,0.0001,178.44202898550725,0.0001,0.0001,0.0001,16.874050151975684,6007.8125,0.0001,2034.5552884615383,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,32.608695652173914,0.0001,3089.410441581666,0.0001,0.0001,0.0001,32661.23089053798,0.0001,0.0001,0.0001,0.0001,0.0001
13,1359986700000,1359987000000,0.0001,0.0001,7125.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,978.1021062271063,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1988.7276785714287,0.0001,0.0001,0.0001,0.0001,0.0001,169.73079004329006,0.0001,0.0001,45899.31119985408,0.0001,13099.375,26420.72504349332,4538.387130230881,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1759.5444223355169,0.0001,0.0001,0.0001,40797.36019475019,0.0001,0.0001,11253.08250107997,0.0001,0.0001
14,1359987000000,1359987300000,0.0001,0.0001,4226.5625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,13004.743435494767,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,76.29654255319149,1411.8817739251665,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5380.289467789988,0.0001,4951.794060092315,0.0001,5016.318215782684,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2351.5770501740326,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2905.8867447102984,0.0001,0.0001
15,1359987300000,1359987600000,0.0001,0.0001,2593.75,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1418.0410879629628,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,67.95562709966404,1204.9830566696376,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6828.734485815603,0.0001,3853.3615564351585,7125.0,2941.1210317460313,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3872.5907973638264,0.0001,0.0001,0.0001,4134.864462144817,0.0001,0.0001,3126.502018010452,0.0001,0.0001
16,1359987600000,1359987900000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,830.4291474654377,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,70.3125,2801.697858424301,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,17.094086469086466,2497.3512845729956,0.0001,21965.45794125187,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2316.403695255942,0.0001,0.0001,0.0001,214180.83495676392,0.0001,0.0001,3845.8259306159694,0.0001,0.0001
17,1359987900000,1359988200000,0.0001,0.0001,4226.5625,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,799.3964947089947,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5807.390161381344,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2375.0,0.0001,7125.0,0.0001,6630.026475004372,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,25062.136110896983,0.0001,0.0001,0.0001,4011.4214874211257,0.0001,0.0001,34119.44215049599,0.0001,0.0001
18,1359988200000,1359988500000,0.0001,0.0001,32854.915893108264,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,498.51027061476617,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,56.40514184397163,1182.1550445092173,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3732.5720937049064,11450.217507565047,21533.116064553113,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,72639.9007326523,0.0001,1512.0624218279534,0.0001,17978.877280932866,0.0001,735.2079792314075,0.0001,0.0001,6145.22666593426,0.0001,0.0001
19,1359988500000,1359988800000,0.0001,0.0001,24497.20592730976,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1384.7971870199692,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,99.75492357436802,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3562.5,0.0001,209.48391111930667,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,32.608695652173914,0.0001,0.0001,0.0001,1776.6546628510964,0.0001,0.0001,0.0001,386.57815627565446,0.0001,0.0001,2933.0520651223774,0.0001,0.0001
20,1359988800000,1359989100000,0.0001,0.0001,18380.154511074106,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1051.172228371617,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,68.09210526315789,1747.8203977813016,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1187.5,0.0001,1544.270594942532,5632.708410663485,135.41666666666666,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,651.4919595699196,0.0001,0.0001,0.0001,2751.9094205914853,0.0001,17263.376815940497,0.0001,0.0001,0.0001,0.0001,2447.797157622739,0.0001,0.0001
21,1359989100000,1359989400000,0.0001,0.0001,5510.383030071499,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1249.5582217261904,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,73.80319148936171,26.770703608956268,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1050.3603275734733,1602.311540756718,28313.68086978381,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5853.158329043344,0.0001,0.0001,0.0001,2375.0,0.0001,0.0001,3288.639322916666,0.0001,0.0001
22,1359989400000,1359989700000,0.0001,0.0001,1536.830357142857,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6871.875,0.0001,0.0001,0.0001,0.0001,0.0001,12676.334030401898,2105.569579212671,20.105618466898953,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2053.405569789288,0.0001,36172.99039730253,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7125.0,0.0001,67.27506539541416,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1363.1361433672123,0.0001,0.0001
23,1359989700000,1359990000000,0.0001,0.0001,203.125,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,25523.29746651097,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7347.2616633975695,140.625,65.75179031960947,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4711.285835113959,0.0001,10690.474980828221,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3424.7039910884823,0.0001,0.0001,0.0001,28025.5010559152,0.0001,0.0001,15675.502202801972,0.0001,0.0001
24,1359990000000,1359990300000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2247.3673108101984,0.0001,23833.82721087586,0.0001,0.0001,0.0001,0.0001,0.0001,25339.1398951451,16.843971631205676,20.03517316017316,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7125.0,0.0001,2075.4660551660218,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,9257.8125,0.0001,0.0001,0.0001,151608.0145025648,0.0001,0.0001,3756.582236633463,0.0001,0.0001
25,1359990300000,1359990600000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2072.465204369274,0.0001,30816.60248465233,0.0001,0.0001,0.0001,0.0001,0.0001,6635.949953573299,43.14415389740173,15.006750289417562,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2025.3747740191031,0.0001,4895.666063537157,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2827.163052721088,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10.14957264957265,0.0001,0.0001
26,1359990600000,1359990900000,0.0001,0.0001,0.0001,200.89285714285717,0.0001,0.0001,0.0001,15866.601684689775,0.0001,4153.062301675772,0.0001,9395.60296474359,0.0001,0.0001,0.0001,0.0001,0.0001,157.7893551535237,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2982.3897402510684,0.0001,1782.9659237726096,0.0001,0.0001,0.0001,40.250011269383336,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1640.802556818182,0.0001,0.0001,16.927083333333332,0.0001,0.0001,0.0001,1750.0,0.0001,0.0001
27,1359990900000,1359991200000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,12455.672582441044,0.0001,2866.4772727272725,0.0001,7184.660793744775,0.0001,0.0001,0.0001,0.0001,0.0001,12966.680873665444,69.55645161290322,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,21.212417077397284,3778.827338026557,0.0001,2723.126352813853,0.0001,0.0001,0.0001,69.31515957446808,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,19359.761218841875,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,17.375886524822693,0.0001,0.0001
28,1359991200000,1359991500000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6233.55330507099,0.0001,2909.036075367647,0.0001,460.90218812116495,0.0001,0.0001,0.0001,0.0001,0.0001,11787.509467373844,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,16.70048701298701,2333.333333333333,0.0001,11226.237796886504,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,23271.241380529318,0.0001,31.914893617021278,0.0001,11.842105263157894,0.0001,0.0001,10.14957264957265,0.0001,0.0001
29,1359991500000,1359991800000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,88.73478135198447,0.0001,3428.59100877193,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3216.722995892405,83.6096167794971,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,718.75,1017.857142857143,0.0001,3603.069196428571,0.0001,0.0001,0.0001,68.58552631578948,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1715.880681818182,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10.106382978723405,0.0001,0.0001
